130.26;0.00
130.86;1444.00
131.45;1432.00
132.04;1421.00
132.63;1412.00
133.22;1401.00
133.82;1392.00
134.41;1381.00
135.00;1373.00
135.59;1358.00
136.18;1350.00
136.78;1341.00
137.37;1331.00
137.96;1324.00
138.55;1316.00
139.14;1309.00
139.74;1303.00
140.33;1296.00
140.92;1289.00
141.51;1283.00
142.11;1276.00
142.70;1269.00
143.29;1264.00
143.88;1259.00
144.47;1253.00
145.07;1248.00
145.66;1242.00
146.25;1239.00
146.84;1232.00
147.43;1228.00
148.03;1224.00
148.62;1220.00
149.21;1216.00
149.80;1212.00
150.39;1208.00
150.99;1204.00
151.58;1199.00
152.17;1196.00
152.76;1193.00
153.36;1189.00
153.95;1186.00
154.54;1183.00
155.13;1182.00
155.72;1174.00
156.32;1172.00
156.91;1169.00
157.50;1167.00
158.09;1162.00
158.68;1160.00
159.28;1159.00
159.87;1156.00
160.46;1154.00
161.05;1153.00
161.64;1151.00
162.24;1150.00
162.83;1150.00
163.42;1148.00
164.01;1147.00
164.61;1148.00
165.20;1145.00
165.79;1145.00
166.38;1144.00
166.97;1143.00
167.57;1143.00
168.16;1143.00
168.75;1142.00
169.34;1144.00
169.93;1144.00
170.53;1144.00
171.12;1144.00
171.71;1144.00
172.30;1144.00
172.89;1148.00
173.49;1148.00
174.08;1149.00
174.67;1150.00
175.26;1152.00
175.86;1153.00
176.45;1155.00
177.04;1157.00
177.63;1159.00
178.22;1159.00
178.82;1162.00
179.41;1164.00
180.00;1167.00
180.59;1172.00
181.18;1174.00
181.78;1177.00
182.37;1179.00
182.96;1182.00
183.55;1182.00
184.14;1189.00
184.74;1193.00
185.33;1196.00
185.92;1200.00
186.51;1203.00
187.11;1208.00
187.70;1213.00
188.29;1217.00
188.88;1222.00
189.47;1227.00
190.07;1231.00
190.66;1227.00
191.25;1242.00
191.84;1246.00
192.43;1251.00
193.03;1259.00
193.62;1264.00
194.21;1210.00
194.80;0.00
195.39;1155.00
195.99;1225.00
196.58;1382.00
197.17;0.00
197.76;0.00
198.36;0.00
198.95;1185.00
199.54;1162.00
200.13;1143.00
200.72;1123.00
201.32;1104.00
201.91;1086.00
202.50;1072.00
203.09;1082.00
203.68;1090.00
204.28;1097.00
204.87;1105.00
205.46;1113.00
206.05;1121.00
206.64;1130.00
207.24;1138.00
207.83;1148.00
208.42;1157.00
209.01;1166.00
209.61;1177.00
210.20;1186.00
210.79;1197.00
211.38;1209.00
211.97;1218.00
212.57;1230.00
213.16;1241.00
213.75;1254.00
214.34;1266.00
214.93;1277.00
215.53;1290.00
216.12;1304.00
216.71;1308.00
217.30;1191.00
217.89;1279.00
218.49;1434.00
219.08;0.00
219.67;0.00
220.26;1312.00
220.86;1299.00
221.45;1289.00
222.04;1280.00
222.63;1270.00
223.22;1261.00
223.82;1251.00
224.41;1243.00
225.00;1233.00
225.59;1220.00
226.18;1212.00
226.78;1204.00
227.37;1196.00
227.96;1188.00
228.55;1182.00
229.14;1176.00
229.74;1169.00
230.33;1163.00
230.92;1155.00
231.51;1150.00
232.11;1144.00
232.70;1138.00
233.29;1133.00
233.88;1127.00
234.47;1122.00
235.07;1127.00
235.66;1112.00
236.25;1107.00
236.84;1105.00
237.43;1117.00
238.03;1108.00
238.62;1102.00
239.21;1100.00
239.80;1096.00
240.39;1094.00
240.99;1090.00
241.58;1087.00
242.17;1083.00
242.76;1080.00
243.36;1076.00
243.95;1075.00
244.54;1073.00
245.13;1070.00
245.72;1067.00
246.32;1065.00
246.91;1064.00
247.50;1062.00
248.09;1059.00
248.68;1057.00
249.28;1056.00
249.87;1054.00
250.46;1053.00
251.05;1052.00
251.64;1051.00
252.24;1049.00
252.83;1049.00
253.42;1048.00
254.01;1048.00
254.61;1047.00
255.20;1047.00
255.79;1046.00
256.38;1047.00
256.97;1046.00
257.57;1046.00
258.16;1046.00
258.75;1047.00
259.34;1046.00
259.93;1046.00
260.53;1047.00
261.12;1046.00
261.71;1048.00
262.30;1048.00
262.89;1050.00
263.49;1051.00
264.08;1052.00
264.67;1051.00
265.26;1054.00
265.86;1051.00
266.45;1063.00
267.04;1064.00
267.63;1063.00
268.22;1065.00
268.82;1065.00
269.41;1068.00
270.00;1070.00
270.59;1073.00
271.18;1075.00
271.78;1078.00
272.37;1080.00
272.96;1082.00
273.55;1088.00
274.14;1088.00
274.74;1088.00
275.33;1094.00
275.92;1097.00
276.51;1101.00
277.11;1105.00
277.70;1108.00
278.29;1112.00
278.88;1115.00
279.47;1120.00
280.07;1123.00
280.66;1128.00
281.25;1123.00
281.84;1137.00
282.43;1142.00
283.03;1147.00
283.62;1152.00
284.21;1157.00
284.80;1163.00
285.39;1168.00
285.99;1174.00
286.58;1181.00
287.17;1186.00
287.76;1192.00
288.36;1197.00
288.95;1204.00
289.54;1211.00
290.13;1218.00
290.72;1225.00
291.32;1231.00
291.91;0.00
292.50;0.00
293.09;1236.00
293.68;1355.00
294.28;0.00
294.87;0.00
295.46;0.00
296.05;1178.00
296.64;1162.00
297.24;1147.00
297.83;1131.00
298.42;1119.00
299.01;1131.00
299.61;1085.00
300.20;1071.00
300.79;1059.00
301.38;1047.00
301.97;1034.00
302.57;1022.00
303.16;1011.00
303.75;1000.00
304.34;991.00
304.93;980.00
305.53;991.00
306.12;960.00
306.71;952.00
307.30;942.00
307.89;935.00
308.49;926.00
309.08;918.00
309.67;911.00
310.26;903.00
310.86;896.00
311.45;889.00
312.04;882.00
312.63;876.00
313.22;869.00
313.82;864.00
314.41;857.00
315.00;853.00
315.59;844.00
316.18;837.00
316.78;833.00
317.37;837.00
317.96;823.00
318.55;819.00
319.14;814.00
319.74;810.00
320.33;806.00
320.92;802.00
321.51;798.00
322.11;795.00
322.70;790.00
323.29;788.00
323.88;785.00
324.47;781.00
325.07;777.00
325.66;775.00
326.25;772.00
326.84;769.00
327.43;767.00
328.03;765.00
328.62;762.00
329.21;760.00
329.80;757.00
330.39;756.00
330.99;753.00
331.58;752.00
332.17;750.00
332.76;748.00
333.36;746.00
333.95;744.00
334.54;744.00
335.13;742.00
335.72;741.00
336.32;740.00
336.91;738.00
337.50;737.00
338.09;738.00
338.68;734.00
339.28;734.00
339.87;733.00
340.46;732.00
341.05;732.00
341.64;731.00
342.24;731.00
342.83;730.00
343.42;729.00
344.01;730.00
344.61;730.00
345.20;731.00
345.79;730.00
346.38;729.00
346.97;730.00
347.57;732.00
348.16;732.00
348.75;732.00
349.34;732.00
349.93;734.00
350.53;721.00
351.12;0.00
351.71;721.00
352.30;741.00
352.89;742.00
353.49;742.00
354.08;743.00
354.67;745.00
355.26;746.00
355.86;748.00
356.45;748.00
357.04;750.00
357.63;751.00
358.22;753.00
358.82;754.00
359.41;757.00
0.00;758.00
0.59;762.00
1.18;764.00
1.78;766.00
2.37;769.00
2.96;771.00
3.55;774.00
4.14;775.00
4.74;779.00
5.33;780.00
5.92;783.00
6.51;786.00
7.11;789.00
7.70;792.00
8.29;796.00
8.88;799.00
9.47;802.00
10.07;807.00
10.66;811.00
11.25;815.00
11.84;818.00
12.43;822.00
13.03;826.00
13.62;830.00
14.21;835.00
14.80;830.00
15.39;844.00
15.99;850.00
16.58;854.00
17.17;859.00
17.76;864.00
18.36;869.00
18.95;875.00
19.54;880.00
20.13;886.00
20.72;892.00
21.32;897.00
21.91;904.00
22.50;910.00
23.09;921.00
23.68;928.00
24.28;935.00
24.87;943.00
25.46;950.00
26.05;943.00
26.64;964.00
27.24;973.00
27.83;981.00
28.42;990.00
29.01;997.00
29.61;1007.00
30.20;1017.00
30.79;1026.00
31.38;1038.00
31.97;1045.00
32.57;1055.00
33.16;1066.00
33.75;1077.00
34.34;1088.00
34.93;1099.00
35.53;1111.00
36.12;1124.00
36.71;1136.00
37.30;1149.00
37.89;1163.00
38.49;1177.00
39.08;0.00
39.67;0.00
40.26;1207.00
40.86;1248.00
41.45;1342.00
42.04;0.00
42.63;1262.00
43.22;1189.00
43.82;1181.00
44.41;1171.00
45.00;1163.00
45.59;1151.00
46.18;1136.00
46.78;1128.00
47.37;1120.00
47.96;1113.00
48.55;1106.00
49.14;1100.00
49.74;1093.00
50.33;1087.00
50.92;1081.00
51.51;1075.00
52.11;1069.00
52.70;1063.00
53.29;1059.00
53.88;1053.00
54.47;1049.00
55.07;1044.00
55.66;1039.00
56.25;1044.00
56.84;1029.00
57.43;1025.00
58.03;1021.00
58.62;1025.00
59.21;1014.00
59.80;1010.00
60.39;1008.00
60.99;1004.00
61.58;1001.00
62.17;997.00
62.76;995.00
63.36;992.00
63.95;990.00
64.54;987.00
65.13;985.00
65.72;983.00
66.32;981.00
66.91;978.00
67.50;977.00
68.09;973.00
68.68;972.00
69.28;971.00
69.87;972.00
70.46;967.00
71.05;967.00
71.64;965.00
72.24;964.00
72.83;964.00
73.42;963.00
74.01;962.00
74.61;962.00
75.20;961.00
75.79;961.00
76.38;961.00
76.97;962.00
77.57;961.00
78.16;961.00
78.75;961.00
79.34;962.00
79.93;962.00
80.53;963.00
81.12;964.00
81.71;963.00
82.30;965.00
82.89;967.00
83.49;968.00
84.08;967.00
84.67;970.00
85.26;971.00
85.86;972.00
86.45;974.00
87.04;976.00
87.63;977.00
88.22;979.00
88.82;981.00
89.41;983.00
90.00;984.00
90.59;985.00
91.18;990.00
91.78;993.00
92.37;1004.00
92.96;1006.00
93.55;1007.00
94.14;1010.00
94.74;1012.00
95.33;1015.00
95.92;1019.00
96.51;1022.00
97.11;1025.00
97.70;1028.00
98.29;1033.00
98.88;1037.00
99.47;1041.00
100.07;1044.00
100.66;1048.00
101.25;1044.00
101.84;1057.00
102.43;1061.00
103.03;1066.00
103.62;1070.00
104.21;1076.00
104.80;1081.00
105.39;1076.00
105.99;1092.00
106.58;1098.00
107.17;1103.00
107.76;1110.00
108.36;1116.00
108.95;1123.00
109.54;1129.00
110.13;1136.00
110.72;1142.00
111.32;1150.00
111.91;1158.00
112.50;1166.00
113.09;1178.00
113.68;1187.00
114.28;1195.00
114.87;1204.00
115.46;1213.00
116.05;1222.00
116.64;1232.00
117.24;1241.00
117.83;1251.00
118.42;1262.00
119.01;1272.00
119.61;1284.00
120.20;1295.00
120.79;1307.00
121.38;1319.00
121.97;1330.00
122.57;1342.00
123.16;1355.00
123.75;1370.00
124.34;1382.00
124.93;1396.00
125.53;1409.00
126.12;1427.00
126.71;0.00
127.30;0.00
127.89;1334.00
128.49;1495.00
129.08;1630.00
129.67;0.00
130.26;0.00
130.86;1443.00
131.45;1432.00
132.04;1421.00
132.63;1410.00
133.22;1401.00
133.82;1391.00
134.41;1380.00
135.00;1372.00
135.59;1358.00
136.18;1350.00
136.78;1341.00
137.37;1332.00
137.96;1324.00
138.55;1332.00
139.14;1309.00
139.74;1302.00
140.33;1296.00
140.92;1289.00
141.51;1283.00
142.11;1276.00
142.70;1269.00
143.29;1264.00
143.88;1259.00
144.47;1253.00
145.07;1247.00
145.66;1242.00
146.25;1239.00
146.84;1232.00
147.43;1228.00
148.03;1224.00
148.62;1220.00
149.21;1216.00
149.80;1212.00
150.39;1208.00
150.99;1204.00
151.58;1199.00
152.17;1195.00
152.76;1192.00
153.36;1189.00
153.95;1186.00
154.54;1183.00
155.13;1181.00
155.72;1174.00
156.32;1172.00
156.91;1169.00
157.50;1167.00
158.09;1162.00
158.68;1160.00
159.28;1159.00
159.87;1156.00
160.46;1155.00
161.05;1153.00
161.64;1151.00
162.24;1150.00
162.83;1153.00
163.42;1148.00
164.01;1146.00
164.61;1146.00
165.20;1145.00
165.79;1146.00
166.38;1144.00
166.97;1143.00
167.57;1143.00
168.16;1143.00
168.75;1142.00
169.34;1144.00
169.93;1144.00
170.53;1144.00
171.12;1144.00
171.71;1144.00
172.30;1146.00
172.89;1148.00
173.49;1148.00
174.08;1149.00
174.67;1150.00
175.26;1152.00
175.86;1153.00
176.45;1155.00
177.04;1157.00
177.63;1159.00
178.22;1159.00
178.82;1162.00
179.41;1164.00
180.00;1167.00
180.59;1172.00
181.18;1173.00
181.78;1176.00
182.37;1179.00
182.96;1182.00
183.55;1187.00
184.14;1189.00
184.74;1193.00
185.33;1196.00
185.92;1200.00
186.51;1203.00
187.11;1207.00
187.70;1213.00
188.29;1217.00
188.88;1222.00
189.47;1226.00
190.07;1231.00
190.66;1236.00
191.25;1242.00
191.84;1246.00
192.43;1242.00
193.03;1258.00
193.62;1264.00
194.21;1195.00
194.80;0.00
195.39;1155.00
195.99;1223.00
196.58;1382.00
197.17;0.00
197.76;0.00
198.36;0.00
198.95;1185.00
199.54;1163.00
200.13;1143.00
200.72;1124.00
201.32;1104.00
201.91;1086.00
202.50;1072.00
203.09;1082.00
203.68;1090.00
204.28;1097.00
204.87;1105.00
205.46;1113.00
206.05;1121.00
206.64;1130.00
207.24;1138.00
207.83;1147.00
208.42;1157.00
209.01;1166.00
209.61;1177.00
210.20;1186.00
210.79;1197.00
211.38;1208.00
211.97;1218.00
212.57;1230.00
213.16;1241.00
213.75;1253.00
214.34;1266.00
214.93;1278.00
215.53;1290.00
216.12;1304.00
216.71;0.00
217.30;1191.00
217.89;1281.00
218.49;1436.00
219.08;0.00
219.67;0.00
220.26;1311.00
220.86;1299.00
221.45;1289.00
222.04;1280.00
222.63;1269.00
223.22;1260.00
223.82;1251.00
224.41;1242.00
225.00;1233.00
225.59;1220.00
226.18;1212.00
226.78;1204.00
227.37;1196.00
227.96;1188.00
228.55;1182.00
229.14;1176.00
229.74;1169.00
230.33;1163.00
230.92;1155.00
231.51;1150.00
232.11;1144.00
232.70;1138.00
233.29;1133.00
233.88;1127.00
234.47;1122.00
235.07;1120.00
235.66;1122.00
236.25;1107.00
236.84;1105.00
237.43;1116.00
238.03;1108.00
238.62;1103.00
239.21;1100.00
239.80;1096.00
240.39;1094.00
240.99;1090.00
241.58;1087.00
242.17;1083.00
242.76;1080.00
243.36;1076.00
243.95;1075.00
244.54;1073.00
245.13;1070.00
245.72;1067.00
246.32;1065.00
246.91;1064.00
247.50;1062.00
248.09;1059.00
248.68;1057.00
249.28;1058.00
249.87;1054.00
250.46;1053.00
251.05;1052.00
251.64;1051.00
252.24;1049.00
252.83;1049.00
253.42;1048.00
254.01;1048.00
254.61;1047.00
255.20;1047.00
255.79;1046.00
256.38;1047.00
256.97;1046.00
257.57;1046.00
258.16;1046.00
258.75;1047.00
259.34;1046.00
259.93;1046.00
260.53;1047.00
261.12;1048.00
261.71;1048.00
262.30;1048.00
262.89;1050.00
263.49;1048.00
264.08;1052.00
264.67;1051.00
265.26;1054.00
265.86;1050.00
266.45;1063.00
267.04;1064.00
267.63;1064.00
268.22;1065.00
268.82;1066.00
269.41;1068.00
270.00;1070.00
270.59;1073.00
271.18;1075.00
271.78;1078.00
272.37;1080.00
272.96;1082.00
273.55;1086.00
274.14;1088.00
274.74;1091.00
275.33;1094.00
275.92;1097.00
276.51;1101.00
277.11;1105.00
277.70;1107.00
278.29;1112.00
278.88;1115.00
279.47;1120.00
280.07;1123.00
280.66;1128.00
281.25;1134.00
281.84;1137.00
282.43;1142.00
283.03;1147.00
283.62;1152.00
284.21;1157.00
284.80;1163.00
285.39;1168.00
285.99;1173.00
286.58;1180.00
287.17;1186.00
287.76;1191.00
288.36;1197.00
288.95;1203.00
289.54;1210.00
290.13;1217.00
290.72;1225.00
291.32;1231.00
291.91;0.00
292.50;0.00
293.09;1232.00
293.68;1352.00
294.28;0.00
294.87;0.00
295.46;0.00
296.05;1179.00
296.64;1163.00
297.24;1148.00
297.83;1131.00
298.42;1120.00
299.01;1101.00
299.61;1086.00
300.20;1072.00
300.79;1060.00
301.38;1047.00
301.97;1035.00
302.57;1023.00
303.16;1012.00
303.75;1001.00
304.34;991.00
304.93;980.00
305.53;971.00
306.12;961.00
306.71;952.00
307.30;943.00
307.89;935.00
308.49;927.00
309.08;919.00
309.67;911.00
310.26;903.00
310.86;896.00
311.45;890.00
312.04;883.00
312.63;877.00
313.22;870.00
313.82;864.00
314.41;857.00
315.00;853.00
315.59;844.00
316.18;837.00
316.78;833.00
317.37;828.00
317.96;823.00
318.55;819.00
319.14;814.00
319.74;810.00
320.33;805.00
320.92;802.00
321.51;798.00
322.11;795.00
322.70;790.00
323.29;788.00
323.88;785.00
324.47;781.00
325.07;778.00
325.66;775.00
326.25;778.00
326.84;769.00
327.43;767.00
328.03;764.00
328.62;762.00
329.21;760.00
329.80;757.00
330.39;756.00
330.99;753.00
331.58;752.00
332.17;750.00
332.76;748.00
333.36;746.00
333.95;745.00
334.54;744.00
335.13;742.00
335.72;741.00
336.32;739.00
336.91;738.00
337.50;737.00
338.09;736.00
338.68;734.00
339.28;734.00
339.87;733.00
340.46;732.00
341.05;732.00
341.64;731.00
342.24;731.00
342.83;730.00
343.42;729.00
344.01;730.00
344.61;730.00
345.20;731.00
345.79;730.00
346.38;731.00
346.97;730.00
347.57;731.00
348.16;732.00
348.75;732.00
349.34;732.00
349.93;734.00
350.53;721.00
351.12;722.00
351.71;745.00
352.30;741.00
352.89;742.00
353.49;742.00
354.08;743.00
354.67;745.00
355.26;746.00
355.86;748.00
356.45;748.00
357.04;750.00
357.63;751.00
358.22;753.00
358.82;754.00
359.41;757.00
0.00;758.00
0.59;759.00
1.18;764.00
1.78;766.00
2.37;769.00
2.96;771.00
3.55;774.00
4.14;775.00
4.74;779.00
5.33;781.00
5.92;783.00
6.51;786.00
7.11;789.00
7.70;792.00
8.29;796.00
8.88;799.00
9.47;803.00
10.07;807.00
10.66;811.00
11.25;815.00
11.84;818.00
12.43;822.00
13.03;826.00
13.62;830.00
14.21;835.00
14.80;840.00
15.39;844.00
15.99;850.00
16.58;854.00
17.17;859.00
17.76;864.00
18.36;869.00
18.95;875.00
19.54;880.00
20.13;886.00
20.72;892.00
21.32;897.00
21.91;904.00
22.50;910.00
23.09;921.00
23.68;928.00
24.28;935.00
24.87;943.00
25.46;950.00
26.05;957.00
26.64;964.00
27.24;973.00
27.83;981.00
28.42;990.00
29.01;997.00
29.61;1007.00
30.20;1016.00
30.79;1025.00
31.38;1035.00
31.97;1044.00
32.57;1055.00
33.16;1066.00
33.75;1077.00
34.34;1088.00
34.93;1099.00
35.53;1111.00
36.12;1123.00
36.71;1111.00
37.30;1148.00
37.89;1162.00
38.49;1176.00
39.08;0.00
39.67;0.00
40.26;1201.00
40.86;1243.00
41.45;1340.00
42.04;0.00
42.63;1278.00
43.22;1189.00
43.82;1181.00
44.41;1172.00
45.00;1164.00
45.59;1150.00
46.18;1135.00
46.78;1127.00
47.37;1121.00
47.96;1113.00
48.55;1106.00
49.14;1100.00
49.74;1093.00
50.33;1086.00
50.92;1081.00
51.51;1075.00
52.11;1069.00
52.70;1063.00
53.29;1059.00
53.88;1063.00
54.47;1048.00
55.07;1044.00
55.66;1039.00
56.25;1034.00
56.84;1029.00
57.43;1025.00
58.03;1021.00
58.62;1018.00
59.21;1014.00
59.80;1010.00
60.39;1007.00
60.99;1004.00
61.58;1001.00
62.17;997.00
62.76;995.00
63.36;992.00
63.95;990.00
64.54;987.00
65.13;985.00
65.72;983.00
66.32;981.00
66.91;978.00
67.50;977.00
68.09;973.00
68.68;972.00
69.28;971.00
69.87;969.00
70.46;967.00
71.05;967.00
71.64;965.00
72.24;964.00
72.83;964.00
73.42;962.00
74.01;962.00
74.61;962.00
75.20;962.00
75.79;961.00
76.38;961.00
76.97;961.00
77.57;961.00
78.16;961.00
78.75;961.00
79.34;962.00
79.93;962.00
80.53;963.00
81.12;964.00
81.71;964.00
82.30;965.00
82.89;967.00
83.49;967.00
84.08;967.00
84.67;970.00
85.26;971.00
85.86;971.00
86.45;973.00
87.04;976.00
87.63;977.00
88.22;979.00
88.82;981.00
89.41;983.00
90.00;984.00
90.59;988.00
91.18;990.00
91.78;993.00
92.37;1004.00
92.96;1006.00
93.55;1007.00
94.14;1010.00
94.74;1007.00
95.33;1015.00
95.92;1019.00
96.51;1022.00
97.11;1025.00
97.70;1028.00
98.29;1033.00
98.88;1037.00
99.47;1041.00
100.07;1044.00
100.66;1048.00
101.25;1053.00
101.84;1057.00
102.43;1061.00
103.03;1066.00
103.62;1070.00
104.21;1066.00
104.80;1081.00
105.39;1087.00
105.99;1092.00
106.58;1098.00
107.17;1103.00
107.76;1110.00
108.36;1116.00
108.95;1123.00
109.54;1129.00
110.13;1135.00
110.72;1143.00
111.32;1151.00
111.91;1158.00
112.50;1166.00
113.09;1178.00
113.68;1187.00
114.28;1195.00
114.87;1204.00
115.46;1195.00
116.05;1222.00
116.64;1232.00
117.24;1241.00
117.83;1251.00
118.42;1262.00
119.01;1272.00
119.61;1284.00
120.20;1295.00
120.79;1307.00
121.38;1319.00
121.97;1330.00
122.57;1319.00
123.16;1355.00
123.75;1370.00
124.34;1383.00
124.93;1396.00
125.53;1409.00
126.12;1396.00
126.71;1409.00
127.30;0.00
127.89;1334.00
128.49;1497.00
129.08;1630.00
129.67;0.00
130.26;0.00
130.86;1443.00
131.45;1432.00
132.04;1421.00
132.63;1410.00
133.22;1401.00
133.82;1391.00
134.41;1380.00
135.00;1372.00
135.59;1358.00
136.18;1349.00
136.78;1340.00
137.37;1332.00
137.96;1324.00
138.55;1316.00
139.14;1308.00
139.74;1303.00
140.33;1296.00
140.92;1289.00
141.51;1282.00
142.11;1276.00
142.70;1269.00
143.29;1264.00
143.88;1258.00
144.47;1253.00
145.07;1247.00
145.66;1242.00
146.25;1238.00
146.84;1232.00
147.43;1227.00
148.03;1223.00
148.62;1219.00
149.21;1216.00
149.80;1211.00
150.39;1208.00
150.99;1203.00
151.58;1199.00
152.17;1195.00
152.76;1192.00
153.36;1188.00
153.95;1185.00
154.54;1182.00
155.13;1180.00
155.72;1174.00
156.32;1171.00
156.91;1169.00
157.50;1167.00
158.09;1162.00
158.68;1160.00
159.28;1159.00
159.87;1156.00
160.46;1159.00
161.05;1152.00
161.64;1151.00
162.24;1149.00
162.83;1150.00
163.42;1148.00
164.01;1146.00
164.61;1145.00
165.20;1145.00
165.79;1145.00
166.38;1144.00
166.97;1143.00
167.57;1143.00
168.16;1143.00
168.75;1142.00
169.34;1144.00
169.93;1144.00
170.53;1144.00
171.12;1144.00
171.71;1145.00
172.30;1146.00
172.89;1148.00
173.49;1148.00
174.08;1149.00
174.67;1150.00
175.26;1152.00
175.86;1153.00
176.45;1155.00
177.04;1157.00
177.63;1159.00
178.22;1160.00
178.82;1162.00
179.41;1164.00
180.00;1167.00
180.59;1172.00
181.18;1173.00
181.78;1177.00
182.37;1179.00
182.96;1182.00
183.55;1179.00
184.14;1189.00
184.74;1193.00
185.33;1196.00
185.92;1200.00
186.51;1203.00
187.11;1200.00
187.70;1213.00
188.29;1217.00
188.88;1222.00
189.47;1227.00
190.07;1231.00
190.66;1236.00
191.25;1242.00
191.84;1246.00
192.43;1251.00
193.03;1259.00
193.62;1264.00
194.21;1187.00
194.80;1264.00
195.39;1155.00
195.99;1225.00
196.58;1384.00
197.17;0.00
197.76;0.00
198.36;0.00
198.95;1185.00
199.54;1162.00
200.13;1141.00
200.72;1123.00
201.32;1104.00
201.91;1085.00
202.50;1072.00
203.09;1082.00
203.68;1090.00
204.28;1097.00
204.87;1105.00
205.46;1113.00
206.05;1121.00
206.64;1130.00
207.24;1138.00
207.83;1148.00
208.42;1157.00
209.01;1166.00
209.61;1177.00
210.20;1186.00
210.79;1197.00
211.38;1208.00
211.97;1197.00
212.57;1230.00
213.16;1242.00
213.75;1254.00
214.34;1266.00
214.93;1277.00
215.53;1290.00
216.12;1304.00
216.71;0.00
217.30;1190.00
217.89;1278.00
218.49;1435.00
219.08;0.00
219.67;0.00
220.26;1315.00
220.86;1300.00
221.45;1290.00
222.04;1280.00
222.63;1270.00
223.22;1261.00
223.82;1251.00
224.41;1243.00
225.00;1233.00
225.59;1220.00
226.18;1212.00
226.78;1204.00
227.37;1196.00
227.96;1188.00
228.55;1182.00
229.14;1176.00
229.74;1169.00
230.33;1163.00
230.92;1156.00
231.51;1150.00
232.11;1144.00
232.70;1150.00
233.29;1133.00
233.88;1127.00
234.47;1122.00
235.07;1117.00
235.66;1113.00
236.25;1107.00
236.84;1104.00
237.43;1116.00
238.03;1109.00
238.62;1103.00
239.21;1100.00
239.80;1096.00
240.39;1094.00
240.99;1090.00
241.58;1087.00
242.17;1083.00
242.76;1080.00
243.36;1077.00
243.95;1076.00
244.54;1073.00
245.13;1070.00
245.72;1068.00
246.32;1066.00
246.91;1064.00
247.50;1062.00
248.09;1059.00
248.68;1058.00
249.28;1056.00
249.87;1054.00
250.46;1053.00
251.05;1052.00
251.64;1051.00
252.24;1050.00
252.83;1049.00
253.42;1048.00
254.01;1048.00
254.61;1047.00
255.20;1047.00
255.79;1046.00
256.38;1047.00
256.97;1046.00
257.57;1046.00
258.16;1046.00
258.75;1047.00
259.34;1046.00
259.93;1046.00
260.53;1047.00
261.12;1048.00
261.71;1048.00
262.30;1048.00
262.89;1050.00
263.49;1051.00
264.08;1052.00
264.67;1052.00
265.26;1054.00
265.86;1050.00
266.45;1063.00
267.04;1064.00
267.63;1064.00
268.22;1065.00
268.82;1066.00
269.41;1068.00
270.00;1070.00
270.59;1073.00
271.18;1075.00
271.78;1073.00
272.37;1080.00
272.96;1082.00
273.55;1086.00
274.14;1089.00
274.74;1091.00
275.33;1094.00
275.92;1097.00
276.51;1101.00
277.11;1105.00
277.70;1107.00
278.29;1112.00
278.88;1115.00
279.47;1120.00
280.07;1123.00
280.66;1127.00
281.25;1134.00
281.84;1137.00
282.43;1142.00
283.03;1146.00
283.62;1152.00
284.21;1156.00
284.80;1163.00
285.39;1156.00
285.99;1173.00
286.58;1180.00
287.17;1186.00
287.76;1191.00
288.36;1197.00
288.95;1203.00
289.54;1210.00
290.13;1217.00
290.72;1225.00
291.32;1230.00
291.91;0.00
292.50;0.00
293.09;1231.00
293.68;1352.00
294.28;0.00
294.87;0.00
295.46;0.00
296.05;1178.00
296.64;1162.00
297.24;1148.00
297.83;1131.00
298.42;1121.00
299.01;1101.00
299.61;1088.00
300.20;1072.00
300.79;1059.00
301.38;1047.00
301.97;1035.00
302.57;1023.00
303.16;1012.00
303.75;1001.00
304.34;991.00
304.93;980.00
305.53;971.00
306.12;961.00
306.71;952.00
307.30;943.00
307.89;935.00
308.49;927.00
309.08;919.00
309.67;911.00
310.26;903.00
310.86;896.00
311.45;890.00
312.04;883.00
312.63;877.00
313.22;870.00
313.82;864.00
314.41;858.00
315.00;853.00
315.59;844.00
316.18;837.00
316.78;833.00
317.37;828.00
317.96;823.00
318.55;819.00
319.14;823.00
319.74;810.00
320.33;806.00
320.92;802.00
321.51;798.00
322.11;794.00
322.70;791.00
323.29;788.00
323.88;785.00
324.47;781.00
325.07;778.00
325.66;775.00
326.25;772.00
326.84;769.00
327.43;767.00
328.03;765.00
328.62;762.00
329.21;760.00
329.80;757.00
330.39;756.00
330.99;753.00
331.58;752.00
332.17;750.00
332.76;748.00
333.36;746.00
333.95;745.00
334.54;744.00
335.13;742.00
335.72;741.00
336.32;739.00
336.91;738.00
337.50;737.00
338.09;736.00
338.68;734.00
339.28;734.00
339.87;733.00
340.46;732.00
341.05;732.00
341.64;731.00
342.24;731.00
342.83;730.00
343.42;729.00
344.01;730.00
344.61;730.00
345.20;731.00
345.79;730.00
346.38;730.00
346.97;730.00
347.57;731.00
348.16;732.00
348.75;731.00
349.34;732.00
349.93;734.00
350.53;720.00
351.12;737.00
351.71;744.00
352.30;741.00
352.89;742.00
353.49;742.00
354.08;743.00
354.67;744.00
355.26;745.00
355.86;748.00
356.45;748.00
357.04;750.00
357.63;751.00
358.22;753.00
358.82;754.00
359.41;757.00
0.00;758.00
0.59;762.00
1.18;764.00
1.78;766.00
2.37;769.00
2.96;771.00
3.55;774.00
4.14;777.00
4.74;774.00
5.33;781.00
5.92;783.00
6.51;786.00
